id,name,dob,contract_until,position,jersey_number,market_value,nationality,team_id
281,Sam Vokes,1989-10-21,2019-06-30,Centre Forward,9.0,"4,000,000 €",Wales,11
282,Ashley Barnes,1989-10-30,2019-06-30,Centre Forward,10.0,"2,000,000 €",England,11
283,Jeff Hendrick,1992-01-31,2019-06-30,Central Midfield,13.0,"1,500,000 €",Ireland,11
284,Fernando Llorente,1985-02-26,2018-06-30,Centre Forward,9.0,"6,000,000 €",Spain,12
285,Gerhard Tremmel,1978-11-16,2017-06-30,Keeper,25.0,"500,000 €",Germany,12
286,Nathan Dyer,1987-11-29,2020-06-30,Right Wing,12.0,"4,000,000 €",England,12
287,Mike van der Hoorn,1992-10-31,2019-06-30,Centre Back,5.0,"2,500,000 €",Netherlands,12
288,Borja Bastón,1992-08-25,2020-06-30,Centre Forward,10.0,"5,000,000 €",Spain,12
289,Lukasz Fabianski,1985-04-18,2019-06-30,Keeper,1.0,"9,000,000 €",Poland,12
290,Kristoffer Nordfeldt,1989-06-23,2020-06-30,Keeper,13.0,"2,500,000 €",Sweden,12
291,Mark Birighitti,1991-04-17,2018-06-30,Keeper,19.0,"1,000,000 €",Australia,12
292,Federico Fernández,1989-02-21,2018-06-30,Centre Back,33.0,"9,000,000 €",Argentina,12
293,Jordi Amat,1992-03-21,2019-06-30,Centre Back,2.0,"2,500,000 €",Spain,12
294,Neil Taylor,1989-02-07,2019-06-30,Left-Back,3.0,"6,000,000 €",Wales,12
295,Stephen Kingsley,1994-07-23,2020-06-30,Left-Back,35.0,"500,000 €",Scotland,12
296,Kyle Naughton,1988-11-11,2018-06-30,Right-Back,26.0,"5,000,000 €",England,12
297,Ángel Rangel,1982-10-28,2018-06-30,Right-Back,22.0,"1,500,000 €",Spain,12
298,Sung-Yong Ki,1989-01-24,2018-06-30,Defensive Midfield,4.0,"7,500,000 €","Korea, South",12
299,Jack Cork,1989-06-25,2018-06-30,Defensive Midfield,24.0,"5,000,000 €",England,12
300,Leroy Fer,1990-01-05,2019-06-30,Central Midfield,8.0,"8,000,000 €",Netherlands,12
301,Leon Britton,1982-09-16,2018-06-30,Central Midfield,7.0,"1,500,000 €",England,12
302,Jay Fulton,1994-04-04,2020-06-30,Central Midfield,56.0,"250,000 €",Scotland,12
303,Gylfi Sigurdsson,1989-09-09,2020-06-30,Attacking Midfield,23.0,"17,000,000 €",Iceland,12
304,Jefferson Montero,1989-09-01,2018-06-30,Left Wing,20.0,"5,500,000 €",Ecuador,12
305,Wayne Routledge,1985-01-07,2018-06-30,Left Wing,15.0,"3,000,000 €",England,12
306,Modou Barrow,1992-10-13,2019-06-30,Right Wing,17.0,"3,000,000 €",The Gambia,12
307,Oliver Davies,1994-12-31,,Keeper,NaN,"50,000 €",Wales,12
308,Alfie Mawson,1994-01-19,2020-06-30,Centre Back,6.0,"300,000 €",England,12
309,John Stones,1994-05-28,2022-06-30,Centre Back,24.0,"28,000,000 €",England,13
310,Fernando,1987-07-25,2019-06-30,Defensive Midfield,6.0,"16,000,000 €",Brazil,13
311,Nolito,1986-10-15,2020-06-30,Left Wing,9.0,"18,000,000 €",Spain,13
312,Claudio Bravo,1983-04-13,2020-06-30,Keeper,1.0,"15,000,000 €",Chile,13
313,Ilkay Gündogan,1990-10-24,2020-06-30,Central Midfield,8.0,"30,000,000 €",Germany,13
314,Willy Caballero,1981-09-28,2017-06-30,Keeper,13.0,"2,000,000 €",Argentina,13
315,Nicolás Otamendi,1988-02-12,2020-06-30,Centre Back,30.0,"32,000,000 €",Argentina,13
316,Vincent Kompany,1986-04-10,2019-06-30,Centre Back,4.0,"30,000,000 €",Belgium,13
317,Aleksandar Kolarov,1985-11-10,2018-06-30,Left-Back,11.0,"11,000,000 €",Serbia,13
318,Gaël Clichy,1985-07-26,2017-06-30,Left-Back,22.0,"9,000,000 €",France,13
319,Pablo Zabaleta,1985-01-16,2017-06-30,Right-Back,5.0,"10,000,000 €",Argentina,13
320,Bacary Sagna,1983-02-14,2017-06-30,Right-Back,3.0,"8,000,000 €",France,13
321,Fernandinho,1985-05-04,2017-06-30,Central Midfield,25.0,"28,000,000 €",Brazil,13
322,Yaya Touré,1983-05-13,2017-06-30,Central Midfield,42.0,"16,000,000 €",Cote d'Ivoire,13
323,Fabian Delph,1989-11-21,2020-06-30,Central Midfield,18.0,"10,000,000 €",England,13
324,Kevin De Bruyne,1991-06-28,2021-06-30,Attacking Midfield,17.0,"60,000,000 €",Belgium,13
325,David Silva,1986-01-08,2019-06-30,Attacking Midfield,21.0,"33,000,000 €",Spain,13
326,Jesús Navas,1985-11-21,2017-06-30,Right Wing,15.0,"20,000,000 €",Spain,13
327,Raheem Sterling,1994-12-08,2020-06-30,Left Wing,7.0,"45,000,000 €",England,13
328,Sergio Agüero,1988-06-02,2019-06-30,Centre Forward,10.0,"60,000,000 €",Argentina,13
329,Kelechi Iheanacho,1996-10-03,2021-06-30,Centre Forward,72.0,"7,000,000 €",Nigeria,13
330,Javier Manquillo,1994-05-05,2017-06-30,Right-Back,21.0,"5,000,000 €",Spain,14
331,Papy Djilobodji,1988-12-01,2020-06-30,Centre Back,5.0,"4,500,000 €",Senegal,14
332,Jason Denayer,1995-06-28,2017-05-31,Centre Back,NaN,"4,000,000 €",Belgium,14
333,Vito Mannone,1988-03-02,2018-06-30,Keeper,1.0,"2,500,000 €",Italy,14
334,Jordan Pickford,1994-03-07,2020-06-30,Keeper,13.0,"1,000,000 €",England,14
335,Lamine Koné,1989-02-01,2020-06-30,Centre Back,23.0,"6,000,000 €",Cote d'Ivoire,14
336,Patrick McNair,1995-04-27,2020-06-30,Centre Back,19.0,"4,000,000 €",Northern Ireland,14
337,John O'Shea,1981-04-30,2017-06-30,Centre Back,16.0,"1,000,000 €",Ireland,14
338,Patrick van Aanholt,1990-08-29,2020-06-30,Left-Back,3.0,"6,000,000 €",Netherlands,14
339,Billy Jones,1987-03-24,2018-06-30,Right-Back,2.0,"1,500,000 €",England,14
340,Donald Love,1994-12-02,2020-06-30,Right-Back,22.0,"1,000,000 €",Scotland,14
341,Jack Rodwell,1991-03-11,2019-06-30,Defensive Midfield,8.0,"7,000,000 €",England,14
342,Lee Cattermole,1988-03-21,2021-06-30,Defensive Midfield,6.0,"3,500,000 €",England,14
343,Sebastian Larsson,1985-06-06,2017-06-30,Central Midfield,7.0,"2,500,000 €",Sweden,14
344,Wahbi Khazri,1991-02-08,2020-06-30,Left Wing,10.0,"9,000,000 €",Tunisia,14
345,Adnan Januzaj,1995-02-05,2017-05-31,Right Wing,44.0,"7,000,000 €",Belgium,14
346,Fabio Borini,1991-03-29,2019-06-30,Left Wing,9.0,"6,000,000 €",Italy,14
347,Duncan Watmore,1994-03-08,2020-06-30,Right Wing,14.0,"2,500,000 €",England,14
348,Jermain Defoe,1982-10-07,2019-06-30,Centre Forward,18.0,"6,500,000 €",England,14
349,Steven Pienaar,1982-03-17,2017-06-30,Left Wing,20.0,"1,500,000 €",South Africa,14
350,Didier Ndong,1994-06-17,2021-06-30,Defensive Midfield,NaN,"5,000,000 €",Gabon,14
351,Lynden Gooch,1995-12-24,2019-06-30,Right Wing,46.0,"500,000 €",United States,14
352,Victor Anichebe,1988-04-23,2017-06-30,Centre Forward,NaN,"2,000,000 €",Nigeria,14
353,Joel Asoro,1999-04-27,2019-12-31,Centre Forward,29.0,,Sweden,14
354,Nathan Aké,1995-02-18,2017-05-31,Centre Back,5.0,"5,000,000 €",Netherlands,15
355,Jordon Ibe,1995-12-08,2020-06-30,Right Wing,33.0,"10,000,000 €",England,15
356,Lys Mousset,1996-02-08,2020-06-30,Centre Forward,31.0,"5,000,000 €",France,15
357,Ryan Allsop,1992-06-17,2018-06-30,Keeper,21.0,"250,000 €",England,15
358,Artur Boruc,1980-02-20,2017-06-30,Keeper,1.0,"1,000,000 €",Poland,15
359,Adam Federici,1985-01-31,2019-06-30,Keeper,23.0,"1,000,000 €",Australia,15
360,Steve Cook,1991-04-19,2019-06-30,Centre Back,3.0,"5,000,000 €",England,15
361,Tyrone Mings,1993-03-13,2019-06-30,Left-Back,26.0,"6,000,000 €",England,15
362,Charlie Daniels,1986-09-07,2019-06-30,Left-Back,11.0,"2,500,000 €",England,15
363,Brad Smith,1994-04-09,2020-06-30,Left-Back,14.0,"2,000,000 €",Australia,15
364,Simon Francis,1985-02-16,2019-06-30,Right-Back,2.0,"2,500,000 €",England,15
365,Adam Smith,1991-04-29,2020-06-30,Right-Back,15.0,"2,000,000 €",England,15
366,Lewis Cook,1997-02-03,2020-06-30,Central Midfield,18.0,"5,000,000 €",England,15
367,Dan Gosling,1990-02-02,2018-06-30,Central Midfield,4.0,"3,000,000 €",England,15
368,Andrew Surman,1986-08-20,2017-06-30,Central Midfield,6.0,"2,000,000 €",England,15
369,Harry Arter,1989-12-28,2019-06-30,Central Midfield,8.0,"2,000,000 €",Ireland,15
370,Emerson Hyndman,1996-04-07,2020-06-30,Central Midfield,22.0,"1,000,000 €",United States,15
371,Max Gradel,1987-11-30,2020-06-30,Left Wing,10.0,"9,000,000 €",Cote d'Ivoire,15
372,Junior Stanislas,1989-11-26,2019-06-30,Left Wing,19.0,"4,000,000 €",England,15
373,Marc Pugh,1987-04-02,2018-06-30,Left Wing,7.0,"2,000,000 €",England,15
374,Ryan Fraser,1994-02-24,2018-06-30,Left Wing,24.0,"500,000 €",Scotland,15
375,Joshua King,1992-01-15,2020-06-30,Secondary Striker,17.0,"4,000,000 €",Norway,15
376,Benik Afobe,1993-02-12,2020-06-30,Centre Forward,9.0,"9,000,000 €",Congo DR,15
377,Callum Wilson,1992-02-27,2020-06-30,Centre Forward,13.0,"9,000,000 €",England,15
378,Lewis Grabban,1988-01-12,2019-06-30,Centre Forward,28.0,"3,000,000 €",Jamaica,15
379,Marc Wilson,1987-08-17,2018-06-30,Centre Back,20.0,"3,000,000 €",Ireland,15
380,Jack Wilshere,1992-01-01,2017-05-31,Central Midfield,32.0,"23,000,000 €",England,15
381,Paul Pogba,1993-03-15,2021-06-30,Central Midfield,6.0,"70,000,000 €",France,16
382,Zlatan Ibrahimovic,1981-10-03,2017-06-30,Centre Forward,9.0,"12,000,000 €",Sweden,16
383,Eric Bailly,1994-04-12,2020-06-30,Centre Back,3.0,"20,000,000 €",Cote d'Ivoire,16
384,Henrikh Mkhitaryan,1989-01-21,2020-06-30,Attacking Midfield,22.0,"37,000,000 €",Armenia,16
385,David de Gea,1990-11-07,2019-06-30,Keeper,1.0,"40,000,000 €",Spain,16
386,Sergio Romero,1987-02-22,2018-06-30,Keeper,20.0,"5,000,000 €",Argentina,16
387,Sam Johnstone,1993-03-25,2017-06-30,Keeper,32.0,"250,000 €",England,16
388,Daley Blind,1990-03-09,2018-06-30,Centre Back,17.0,"22,000,000 €",Netherlands,16
389,Chris Smalling,1989-11-22,2019-06-30,Centre Back,12.0,"20,000,000 €",England,16
390,Marcos Rojo,1990-03-20,2019-06-30,Centre Back,5.0,"19,000,000 €",Argentina,16
391,Phil Jones,1992-02-21,2019-06-30,Centre Back,4.0,"14,000,000 €",England,16
392,Luke Shaw,1995-07-12,2018-06-30,Left-Back,23.0,"21,000,000 €",England,16
393,Matteo Darmian,1989-12-02,2019-06-30,Right-Back,36.0,"15,000,000 €",Italy,16
394,Antonio Valencia,1985-08-04,2017-06-30,Right-Back,25.0,"8,000,000 €",Ecuador,16
395,Morgan Schneiderlin,1989-11-08,2019-06-30,Defensive Midfield,28.0,"28,000,000 €",France,16
396,Michael Carrick,1981-07-28,2017-06-30,Defensive Midfield,16.0,"3,000,000 €",England,16
397,Timothy Fosu-Mensah,1998-01-02,2017-06-30,Defensive Midfield,24.0,"1,000,000 €",Netherlands,16
398,Ander Herrera,1989-08-14,2018-06-30,Central Midfield,21.0,"28,000,000 €",Spain,16
399,Marouane Fellaini,1987-11-22,2018-06-30,Central Midfield,27.0,"15,000,000 €",Belgium,16
400,Bastian Schweinsteiger,1984-08-01,2018-06-30,Central Midfield,31.0,"10,000,000 €",Germany,16
401,Juan Mata,1988-04-28,2018-06-30,Attacking Midfield,8.0,"31,000,000 €",Spain,16
402,Memphis Depay,1994-02-13,2019-06-30,Left Wing,7.0,"25,000,000 €",Netherlands,16
403,Ashley Young,1985-07-09,2018-06-30,Left Wing,18.0,"10,000,000 €",England,16
404,Jesse Lingard,1992-12-15,2018-06-30,Left Wing,14.0,"6,000,000 €",England,16
405,Wayne Rooney,1985-10-24,2019-06-30,Secondary Striker,10.0,"35,000,000 €",England,16
406,Anthony Martial,1995-12-05,2019-06-30,Centre Forward,11.0,"32,000,000 €",France,16
407,Marcus Rashford,1997-10-31,2020-06-30,Centre Forward,19.0,"7,000,000 €",England,16
408,Mathieu Debuchy,1985-07-28,2019-06-30,Right-Back,2.0,"7,500,000 €",France,17
409,Yaya Sanogo,1993-01-27,2017-06-30,Centre Forward,22.0,"1,000,000 €",France,17
410,Shkodran Mustafi,1992-04-17,2021-06-30,Centre Back,20.0,"20,000,000 €",Germany,17
411,Granit Xhaka,1992-09-27,2021-06-30,Central Midfield,29.0,"35,000,000 €",Switzerland,17
412,Petr Cech,1982-05-20,2019-06-30,Keeper,33.0,"12,000,000 €",Czech Republic,17
413,David Ospina,1988-08-31,2019-06-30,Keeper,13.0,"8,000,000 €",Colombia,17
414,Emiliano Martínez,1992-09-02,,Keeper,26.0,"1,500,000 €",Argentina,17
415,Matt Macey,1994-09-09,2018-06-30,Keeper,49.0,"500,000 €",England,17
416,Laurent Koscielny,1985-09-10,2017-06-30,Centre Back,6.0,"22,000,000 €",France,17
417,Gabriel Paulista,1990-11-26,2019-06-30,Centre Back,5.0,"12,000,000 €",Brazil,17
418,Per Mertesacker,1984-09-29,2017-06-30,Centre Back,4.0,"10,000,000 €",Germany,17
419,Rob Holding,1995-09-20,,Centre Back,16.0,"1,500,000 €",England,17
420,Nacho Monreal,1986-02-26,2019-06-30,Left-Back,18.0,"15,000,000 €",Spain,17
421,Kieran Gibbs,1989-09-26,2018-06-30,Left-Back,3.0,"13,000,000 €",England,17
422,Héctor Bellerín,1995-03-19,2019-06-30,Right-Back,24.0,"18,000,000 €",Spain,17
423,Carl Jenkinson,1992-02-08,2018-06-30,Right-Back,25.0,"9,000,000 €",England,17
424,Francis Coquelin,1991-05-13,2019-06-30,Defensive Midfield,34.0,"13,000,000 €",France,17
425,Mohamed Elneny,1992-07-11,2020-06-30,Defensive Midfield,35.0,"8,500,000 €",Egypt,17
426,Aaron Ramsey,1990-12-26,2018-06-30,Central Midfield,8.0,"35,000,000 €",Wales,17
427,Santi Cazorla,1984-12-13,2017-06-30,Central Midfield,19.0,"20,000,000 €",Spain,17
428,Mesut Özil,1988-10-15,2018-06-30,Attacking Midfield,11.0,"50,000,000 €",Germany,17
429,Alex Iwobi,1996-05-03,2020-06-30,Left Wing,17.0,"4,000,000 €",Nigeria,17
430,Alex Oxlade-Chamberlain,1993-08-15,2018-06-30,Right Wing,15.0,"20,000,000 €",England,17
431,Alexis Sánchez,1988-12-19,2018-06-30,Left Wing,7.0,"55,000,000 €",Chile,17
432,Theo Walcott,1989-03-16,2019-06-30,Right Wing,14.0,"22,000,000 €",England,17
433,Olivier Giroud,1986-09-30,2018-06-30,Centre Forward,12.0,"25,000,000 €",France,17
434,Danny Welbeck,1990-11-26,2019-06-30,Centre Forward,23.0,"17,000,000 €",England,17
435,Chuba Akpom,1995-10-09,2019-06-30,Centre Forward,32.0,"1,000,000 €",England,17
436,Lucas Pérez,1988-09-10,,Secondary Striker,9.0,"12,000,000 €",Spain,17
437,Sadio Mané,1992-04-10,2021-06-30,Left Wing,19.0,"30,000,000 €",Senegal,18
438,Alexander Manninger,1977-06-04,2017-06-30,Keeper,13.0,"200,000 €",Austria,18
439,Ragnar Klavan,1985-10-30,2019-06-30,Centre Back,17.0,"4,000,000 €",Estonia,18
440,Loris Karius,1993-06-22,2021-06-30,Keeper,1.0,"9,000,000 €",Germany,18
441,Georginio Wijnaldum,1990-11-11,2021-06-30,Attacking Midfield,5.0,"22,000,000 €",Netherlands,18
442,Simon Mignolet,1988-03-06,2021-06-30,Keeper,22.0,"12,000,000 €",Belgium,18
443,Mamadou Sakho,1990-02-13,2020-06-30,Centre Back,3.0,"18,000,000 €",France,18
444,Dejan Lovren,1989-07-05,2019-06-30,Centre Back,6.0,"15,000,000 €",Croatia,18
445,Joe Gomez,1997-05-23,2020-06-30,Centre Back,12.0,"3,500,000 €",England,18
446,Tiago Ilori,1993-02-26,2018-06-30,Centre Back,26.0,"3,000,000 €",Portugal,18
447,Alberto Moreno,1992-07-05,2019-06-30,Left-Back,18.0,"15,000,000 €",Spain,18
448,Nathaniel Clyne,1991-04-05,2020-06-30,Right-Back,2.0,"21,000,000 €",England,18
449,Connor Randall,1995-10-21,,Right-Back,56.0,"500,000 €",England,18
450,Emre Can,1994-01-12,2018-06-30,Defensive Midfield,23.0,"18,000,000 €",Germany,18
451,Lucas Leiva,1987-01-09,2017-06-30,Defensive Midfield,21.0,"10,000,000 €",Brazil,18
452,Kevin Stewart,1993-09-07,2020-06-30,Defensive Midfield,35.0,"1,000,000 €",England,18
453,Jordan Henderson,1990-06-17,2020-06-30,Central Midfield,14.0,"28,000,000 €",England,18
454,James Milner,1986-01-04,,Central Midfield,7.0,"15,000,000 €",England,18
455,Marko Grujic,1996-04-13,2020-06-30,Central Midfield,16.0,"5,000,000 €",Serbia,18
456,Adam Lallana,1988-05-10,2019-06-30,Attacking Midfield,20.0,"19,000,000 €",England,18
457,Sheyi Ojo,1997-06-19,2020-06-30,Left Wing,54.0,"2,000,000 €",England,18
458,Roberto Firmino,1991-10-02,2020-06-30,Secondary Striker,11.0,"35,000,000 €",Brazil,18
459,Daniel Sturridge,1989-09-01,2019-06-30,Centre Forward,15.0,"25,000,000 €",England,18
460,Danny Ings,1992-07-23,2020-06-30,Centre Forward,28.0,"12,000,000 €",England,18
461,Divock Origi,1995-04-18,2019-06-30,Centre Forward,27.0,"11,000,000 €",Belgium,18
462,Philippe Coutinho,1992-06-12,2020-06-30,Attacking Midfield,10.0,"35,000,000 €",Brazil,18
463,Marcos Alonso,1990-12-28,2021-06-30,Left-Back,3.0,"9,000,000 €",Spain,19
464,Marco van Ginkel,1992-12-01,2018-06-30,Central Midfield,NaN,"7,000,000 €",Netherlands,19
465,Victor Moses,1990-12-12,2019-06-30,Right Wing,15.0,"7,000,000 €",Nigeria,19
466,David Luiz,1987-04-22,2019-06-30,Centre Back,30.0,"28,000,000 €",Brazil,19
467,N'Golo Kanté,1991-03-29,2021-06-30,Defensive Midfield,7.0,"30,000,000 €",France,19
468,Michy Batshuayi,1993-10-02,2021-06-30,Centre Forward,23.0,"25,000,000 €",Belgium,19
469,Nathaniel Chalobah,1994-12-12,2018-06-30,Defensive Midfield,29.0,"3,300,000 €",England,19
470,Eduardo,1982-09-19,2017-06-30,Keeper,37.0,"1,500,000 €",Portugal,19
471,Thibaut Courtois,1992-05-11,2019-06-30,Keeper,13.0,"35,000,000 €",Belgium,19
472,Asmir Begovic,1987-06-20,2019-06-30,Keeper,1.0,"10,000,000 €",Bosnia-Herzegovina,19
473,Kurt Zouma,1994-10-27,2019-06-30,Centre Back,5.0,"17,000,000 €",France,19
474,Gary Cahill,1985-12-19,2019-06-30,Centre Back,24.0,"16,000,000 €",England,19
475,John Terry,1980-12-07,2017-06-30,Centre Back,26.0,"2,500,000 €",England,19
476,César Azpilicueta,1989-08-28,2019-06-30,Left-Back,28.0,"20,000,000 €",Spain,19
477,Branislav Ivanovic,1984-02-22,2017-06-30,Right-Back,2.0,"10,000,000 €",Serbia,19
478,Ola Aina,1996-10-08,2020-06-30,Right-Back,34.0,"500,000 €",England,19
479,Nemanja Matic,1988-08-01,2019-06-30,Defensive Midfield,21.0,"32,000,000 €",Serbia,19
480,Mikel John Obi,1987-04-22,2017-06-30,Defensive Midfield,12.0,"11,000,000 €",Nigeria,19
481,Cesc Fàbregas,1987-05-04,2019-06-30,Central Midfield,4.0,"45,000,000 €",Spain,19
482,Ruben Loftus-Cheek,1996-01-23,2021-06-30,Central Midfield,14.0,"5,000,000 €",England,19
483,Oscar,1991-09-09,2019-06-30,Attacking Midfield,8.0,"35,000,000 €",Brazil,19
484,Eden Hazard,1991-01-07,2020-06-30,Left Wing,10.0,"65,000,000 €",Belgium,19
485,Willian,1988-08-09,2020-06-30,Right Wing,22.0,"32,000,000 €",Brazil,19
486,Pedro,1987-07-28,2019-06-30,Right Wing,11.0,"23,000,000 €",Spain,19
487,Diego Costa,1988-10-07,2019-06-30,Centre Forward,19.0,"45,000,000 €",Spain,19
488,Simone Zaza,1991-06-25,2017-06-30,Centre Forward,11.0,"15,000,000 €",Italy,20
489,Arthur Masuaku,1993-11-07,2020-06-30,Left-Back,26.0,"7,000,000 €",France,20
490,Sofiane Feghouli,1989-12-26,2019-06-30,Right Wing,7.0,"14,000,000 €",Algeria,20
491,Álvaro Arbeloa,1983-01-17,2017-06-30,Right-Back,5.0,"2,000,000 €",Spain,20
492,Havard Nordtveit,1990-06-21,2021-06-30,Defensive Midfield,4.0,"6,000,000 €",Norway,20
493,Adrián,1987-01-03,2017-06-30,Keeper,13.0,"9,000,000 €",Spain,20
494,Darren Randolph,1987-05-12,2020-06-30,Keeper,1.0,"1,500,000 €",Ireland,20
495,Raphael Spiegel,1992-12-19,2018-06-30,Keeper,34.0,"500,000 €",Switzerland,20
496,Winston Reid,1988-07-03,2021-06-30,Centre Back,2.0,"10,000,000 €",New Zealand,20
497,Angelo Ogbonna,1988-05-23,2019-06-30,Centre Back,21.0,"9,000,000 €",Italy,20
498,Reece Oxford,1998-12-16,2019-06-30,Centre Back,35.0,"4,000,000 €",England,20
499,James Collins,1983-08-23,2018-06-30,Centre Back,19.0,"2,000,000 €",Wales,20
500,Aaron Cresswell,1989-12-15,2021-06-30,Left-Back,3.0,"12,000,000 €",England,20
501,Sam Byram,1993-09-16,2020-06-30,Right-Back,22.0,"4,500,000 €",England,20
502,Cheikhou Kouyaté,1989-12-21,2021-06-30,Defensive Midfield,8.0,"12,000,000 €",Senegal,20
503,Pedro Obiang,1992-03-27,2019-06-30,Central Midfield,14.0,"8,000,000 €",Spain,20
504,Mark Noble,1987-05-08,2020-06-30,Central Midfield,16.0,"7,000,000 €",England,20
505,Manuel Lanzini,1993-02-15,2020-06-30,Attacking Midfield,10.0,"10,000,000 €",Argentina,20
506,Dimitri Payet,1987-03-29,2021-06-30,Left Wing,27.0,"30,000,000 €",France,20
507,André Ayew,1989-12-17,2019-06-30,Left Wing,20.0,"18,000,000 €",Ghana,20
508,Gökhan Töre,1992-01-20,2017-06-30,Right Wing,17.0,"14,000,000 €",Turkey,20
509,Michail Antonio,1990-03-28,2020-06-30,Right Wing,30.0,"9,000,000 €",England,20
510,Diafra Sakho,1989-12-24,2018-06-30,Centre Forward,15.0,"12,000,000 €",Senegal,20
511,Jonathan Calleri,1993-09-23,2017-06-30,Centre Forward,28.0,"10,000,000 €",Argentina,20
512,Andy Carroll,1989-01-06,2019-06-30,Centre Forward,9.0,"10,000,000 €",England,20
513,Ashley Fletcher,1995-10-02,2020-06-30,Centre Forward,24.0,"500,000 €",England,20
514,Edimilson Fernandes,1996-04-15,2020-06-30,Attacking Midfield,31.0,"4,500,000 €",Switzerland,20
515,"Wojciech Szczesny
W. Szczesny",1990-04-18,2017-06-30,Keeper,1.0,"12,000,000 €",Poland,21
516,"Alisson
Alisson",1992-10-02,2021-06-30,Keeper,19.0,"7,000,000 €",Brazil,21
517,"Bogdan Lobont
B. Lobont",1978-01-18,2018-06-30,Keeper,18.0,"100,000 €",Romania,21
518,"Konstantinos Manolas
K. Manolas",1991-06-14,2019-06-30,Centre Back,44.0,"25,000,000 €",Greece,21
519,"Antonio Rüdiger
A. Rüdiger",1993-03-03,2020-06-30,Centre Back,2.0,"12,000,000 €",Germany,21
520,"Juan Jesus
Juan Jesus",1991-06-10,2017-06-30,Centre Back,3.0,"9,000,000 €",Brazil,21
521,"Federico Fazio
F. Fazio",1987-03-17,2017-06-30,Centre Back,20.0,"5,000,000 €",Argentina,21
522,"Thomas Vermaelen
T. Vermaelen",1985-11-14,2017-06-30,Centre Back,15.0,"4,000,000 €",Belgium,21
523,"Mário Rui
M. Rui",1991-05-27,2017-06-30,Left-Back,21.0,"8,000,000 €",Portugal,21
524,"Emerson
Emerson",1994-08-03,2017-06-30,Left-Back,33.0,"1,000,000 €",Brazil,21
525,"Moustapha Seck
M. Seck",1996-02-23,2019-06-30,Left-Back,17.0,"200,000 €",Senegal,21
526,"Bruno Peres
B. Peres",1990-03-01,2017-06-30,Right-Back,13.0,"13,000,000 €",Brazil,21
527,"Abdullahi Nura
A. Nura",1997-08-17,2020-06-30,Right-Back,99.0,"1,000,000 €",Nigeria,21
528,"Leandro Paredes
L. Paredes",1994-06-29,2019-06-30,Defensive Midfield,5.0,"10,000,000 €",Argentina,21
529,"Daniele De Rossi
D. De Rossi",1983-07-24,2017-06-30,Defensive Midfield,16.0,"5,000,000 €",Italy,21
530,"Radja Nainggolan
R. Nainggolan",1988-05-04,2020-06-30,Central Midfield,4.0,"33,000,000 €",Belgium,21
531,"Alessandro Florenzi
A. Florenzi",1991-03-11,2019-06-30,Central Midfield,24.0,"22,000,000 €",Italy,21
532,"Kevin Strootman
K. Strootman",1990-02-13,2018-06-30,Central Midfield,6.0,"15,000,000 €",Netherlands,21
